lead_time,portuguese
328,Portuguese
315,Non Portuguese
45,Non Portuguese
160,Portuguese
171,Non Portuguese
0,Non Portuguese
154,Non Portuguese
86,Portuguese
271,Non Portuguese
146,Non Portuguese
318,Non Portuguese
306,Non Portuguese
110,Non Portuguese
310,Non Portuguese
326,Non Portuguese
128,Non Portuguese
207,Non Portuguese
151,Non Portuguese
178,Portuguese
121,Non Portuguese
128,Non Portuguese
151,Non Portuguese
12,Portuguese
8,Portuguese
1,Non Portuguese
178,Non Portuguese
152,Portuguese
36,Portuguese
265,Non Portuguese
326,Non Portuguese
6,Non Portuguese
13,Non Portuguese
47,Non Portuguese
158,Non Portuguese
151,Non Portuguese
0,Non Portuguese
0,Non Portuguese
258,Portuguese
212,Non Portuguese
176,Non Portuguese
169,Non Portuguese
232,Non Portuguese
278,Non Portuguese
282,Non Portuguese
283,Non Portuguese
293,Non Portuguese
289,Non Portuguese
244,Non Portuguese
1,Non Portuguese
27,Portuguese
24,Non Portuguese
1,Non Portuguese
227,Non Portuguese
161,Non Portuguese
24,Non Portuguese
25,Non Portuguese
1,Non Portuguese
81,Non Portuguese
220,Non Portuguese
220,Non Portuguese
220,Non Portuguese
253,Non Portuguese
327,Non Portuguese
258,Non Portuguese
51,Non Portuguese
90,Non Portuguese
50,Non Portuguese
82,Non Portuguese
261,Portuguese
47,Non Portuguese
133,Non Portuguese
159,Non Portuguese
165,Non Portuguese
165,Non Portuguese
276,Non Portuguese
114,Non Portuguese
114,Non Portuguese
317,Non Portuguese
257,Non Portuguese
198,Non Portuguese
97,Non Portuguese
342,Non Portuguese
342,Non Portuguese
48,Non Portuguese
11,Portuguese
273,Non Portuguese
47,Portuguese
50,Portuguese
235,Non Portuguese
207,Non Portuguese
171,Non Portuguese
220,Non Portuguese
122,Portuguese
122,Non Portuguese
57,Non Portuguese
177,Portuguese
0,Portuguese
234,Non Portuguese
248,Non Portuguese
0,Portuguese
0,Non Portuguese
118,Portuguese
0,Portuguese
0,Portuguese
0,Portuguese
1,Portuguese
193,Non Portuguese
263,Non Portuguese
303,Non Portuguese
270,Non Portuguese
62,Non Portuguese
173,Non Portuguese
173,Non Portuguese
234,Non Portuguese
275,Non Portuguese
166,Portuguese
165,Portuguese
200,Portuguese
172,Portuguese
172,Portuguese
29,Non Portuguese
5,Non Portuguese
72,Non Portuguese
170,Non Portuguese
181,Portuguese
5,Non Portuguese
8,Portuguese
207,Non Portuguese
0,Non Portuguese
244,Non Portuguese
241,Non Portuguese
52,Non Portuguese
327,Non Portuguese
244,Non Portuguese
306,Portuguese
288,Portuguese
0,Portuguese
121,Non Portuguese
1,Portuguese
313,Portuguese
313,Portuguese
313,Portuguese
6,Non Portuguese
57,Non Portuguese
164,Portuguese
261,Non Portuguese
239,Non Portuguese
239,Non Portuguese
251,Non Portuguese
60,Non Portuguese
0,Non Portuguese
177,Portuguese
80,Non Portuguese
185,Portuguese
0,Non Portuguese
327,Non Portuguese
8,Non Portuguese
45,Portuguese
1,Portuguese
164,Portuguese
70,Portuguese
164,Non Portuguese
166,Non Portuguese
270,Non Portuguese
131,Non Portuguese
283,Non Portuguese
293,Non Portuguese
11,Non Portuguese
324,Non Portuguese
248,Non Portuguese
241,Non Portuguese
185,Portuguese
178,Non Portuguese
259,Portuguese
11,Portuguese
170,Non Portuguese
149,Portuguese
270,Non Portuguese
111,Non Portuguese
270,Non Portuguese
159,Non Portuguese
10,Non Portuguese
303,Non Portuguese
159,Portuguese
122,Non Portuguese
8,Non Portuguese
6,Non Portuguese
191,Non Portuguese
165,Non Portuguese
165,Portuguese
3,Non Portuguese
15,Non Portuguese
253,Portuguese
205,Non Portuguese
253,Portuguese
253,Portuguese
233,Non Portuguese
204,Non Portuguese
1,Non Portuguese
1,Non Portuguese
205,Non Portuguese
205,Non Portuguese
158,Portuguese
19,Non Portuguese
4,Non Portuguese
25,Non Portuguese
99,Portuguese
4,Non Portuguese
324,Non Portuguese
233,Non Portuguese
0,Portuguese
13,Non Portuguese
253,Portuguese
52,Portuguese
253,Portuguese
233,Non Portuguese
205,Portuguese
177,Non Portuguese
52,Non Portuguese
291,Non Portuguese
310,Non Portuguese
169,Non Portuguese
226,Non Portuguese
177,Non Portuguese
174,Non Portuguese
336,Non Portuguese
3,Non Portuguese
2,Portuguese
334,Portuguese
81,Portuguese
310,Non Portuguese
9,Non Portuguese
0,Non Portuguese
11,Non Portuguese
11,Non Portuguese
157,Portuguese
148,Non Portuguese
24,Non Portuguese
350,Non Portuguese
181,Portuguese
2,Portuguese
177,Non Portuguese
171,Non Portuguese
272,Non Portuguese
272,Non Portuguese
61,Non Portuguese
61,Non Portuguese
159,Non Portuguese
1,Non Portuguese
177,Non Portuguese
272,Non Portuguese
272,Non Portuguese
310,Non Portuguese
154,Non Portuguese
24,Non Portuguese
10,Non Portuguese
131,Portuguese
204,Non Portuguese
52,Non Portuguese
55,Non Portuguese
3,Non Portuguese
3,Non Portuguese
130,Non Portuguese
130,Non Portuguese
130,Portuguese
130,Non Portuguese
130,Non Portuguese
130,Non Portuguese
130,Non Portuguese
130,Non Portuguese
130,Non Portuguese
130,Non Portuguese
130,Non Portuguese
130,Non Portuguese
252,Non Portuguese
4,Portuguese
166,Non Portuguese
106,Non Portuguese
200,Non Portuguese
243,Non Portuguese
13,Non Portuguese
173,Portuguese
173,Portuguese
173,Portuguese
46,Non Portuguese
6,Portuguese
179,Non Portuguese
264,Non Portuguese
307,Non Portuguese
307,Non Portuguese
300,Non Portuguese
130,Non Portuguese
300,Non Portuguese
130,Non Portuguese
55,Non Portuguese
226,Non Portuguese
5,Non Portuguese
125,Non Portuguese
160,Portuguese
160,Portuguese
216,Non Portuguese
159,Non Portuguese
278,Non Portuguese
168,Non Portuguese
153,Non Portuguese
131,Non Portuguese
3,Portuguese
12,Portuguese
1,Non Portuguese
14,Non Portuguese
47,Non Portuguese
27,Non Portuguese
47,Non Portuguese
27,Non Portuguese
12,Portuguese
266,Non Portuguese
87,Non Portuguese
0,Non Portuguese
192,Portuguese
18,Portuguese
121,Non Portuguese
2,Non Portuguese
327,Non Portuguese
144,Non Portuguese
335,Non Portuguese
0,Non Portuguese
3,Non Portuguese
3,Portuguese
0,Portuguese
0,Portuguese
14,Portuguese
10,Non Portuguese
316,Non Portuguese
328,Non Portuguese
0,Non Portuguese
328,Non Portuguese
272,Non Portuguese
153,Non Portuguese
149,Non Portuguese
5,Non Portuguese
5,Portuguese
5,Non Portuguese
152,Non Portuguese
152,Non Portuguese
152,Non Portuguese
167,Non Portuguese
272,Non Portuguese
153,Portuguese
176,Non Portuguese
149,Non Portuguese
0,Portuguese
193,Non Portuguese
3,Non Portuguese
163,Non Portuguese
153,Non Portuguese
205,Non Portuguese
192,Non Portuguese
212,Non Portuguese
102,Non Portuguese
152,Non Portuguese
212,Non Portuguese
151,Non Portuguese
176,Non Portuguese
0,Non Portuguese
0,Portuguese
182,Non Portuguese
166,Non Portuguese
97,Non Portuguese
256,Non Portuguese
335,Non Portuguese
311,Non Portuguese
311,Non Portuguese
183,Non Portuguese
152,Non Portuguese
166,Non Portuguese
164,Portuguese
30,Non Portuguese
7,Non Portuguese
0,Portuguese
158,Non Portuguese
155,Portuguese
21,Portuguese
98,Non Portuguese
5,Portuguese
98,Non Portuguese
148,Non Portuguese
94,Portuguese
1,Portuguese
19,Non Portuguese
21,Non Portuguese
13,Portuguese
1,Non Portuguese
4,Non Portuguese
11,Portuguese
33,Portuguese
160,Portuguese
0,Non Portuguese
160,Non Portuguese
0,Non Portuguese
0,Portuguese
148,Non Portuguese
0,Non Portuguese
0,Portuguese
4,Non Portuguese
1,Portuguese
217,Non Portuguese
161,Non Portuguese
6,Portuguese
165,Non Portuguese
66,Non Portuguese
59,Non Portuguese
99,Non Portuguese
27,Non Portuguese
4,Non Portuguese
37,Non Portuguese
148,Non Portuguese
148,Non Portuguese
0,Portuguese
183,Non Portuguese
153,Portuguese
9,Non Portuguese
194,Non Portuguese
229,Non Portuguese
1,Non Portuguese
132,Portuguese
132,Non Portuguese
149,Non Portuguese
149,Non Portuguese
7,Non Portuguese
170,Portuguese
25,Non Portuguese
28,Portuguese
142,Portuguese
0,Non Portuguese
21,Non Portuguese
4,Portuguese
165,Non Portuguese
31,Non Portuguese
132,Portuguese
164,Non Portuguese
128,Portuguese
82,Non Portuguese
271,Non Portuguese
126,Non Portuguese
168,Portuguese
159,Non Portuguese
42,Portuguese
0,Non Portuguese
130,Non Portuguese
312,Non Portuguese
312,Non Portuguese
152,Non Portuguese
135,Non Portuguese
155,Non Portuguese
13,Non Portuguese
89,Non Portuguese
152,Non Portuguese
63,Non Portuguese
140,Non Portuguese
132,Non Portuguese
155,Non Portuguese
0,Non Portuguese
195,Non Portuguese
1,Non Portuguese
25,Non Portuguese
27,Non Portuguese
5,Non Portuguese
0,Non Portuguese
23,Non Portuguese
18,Non Portuguese
93,Non Portuguese
5,Non Portuguese
112,Non Portuguese
104,Portuguese
0,Portuguese
2,Non Portuguese
91,Non Portuguese
150,Portuguese
349,Non Portuguese
66,Non Portuguese
152,Non Portuguese
145,Non Portuguese
1,Portuguese
39,Non Portuguese
0,Non Portuguese
0,Non Portuguese
27,Non Portuguese
0,Non Portuguese
145,Non Portuguese
9,Portuguese
0,Non Portuguese
0,Non Portuguese
0,Portuguese
195,Non Portuguese
206,Non Portuguese
151,Non Portuguese
136,Portuguese
0,Non Portuguese
139,Non Portuguese
129,Portuguese
120,Portuguese
43,Non Portuguese
41,Portuguese
4,Portuguese
0,Non Portuguese
104,Non Portuguese
3,Non Portuguese
0,Portuguese
103,Non Portuguese
180,Non Portuguese
235,Non Portuguese
224,Non Portuguese
2,Non Portuguese
33,Non Portuguese
46,Non Portuguese
110,Non Portuguese
3,Portuguese
127,Non Portuguese
110,Non Portuguese
212,Non Portuguese
110,Non Portuguese
0,Non Portuguese
160,Non Portuguese
114,Non Portuguese
0,Non Portuguese
0,Non Portuguese
151,Non Portuguese
118,Non Portuguese
63,Non Portuguese
3,Portuguese
3,Portuguese
57,Non Portuguese
241,Non Portuguese
184,Non Portuguese
62,Non Portuguese
33,Non Portuguese
152,Non Portuguese
152,Non Portuguese
27,Non Portuguese
82,Portuguese
2,Portuguese
1,Non Portuguese
106,Portuguese
0,Non Portuguese
1,Non Portuguese
126,Non Portuguese
96,Non Portuguese
8,Non Portuguese
12,Non Portuguese
11,Non Portuguese
156,Non Portuguese
159,Non Portuguese
153,Non Portuguese
152,Non Portuguese
39,Non Portuguese
39,Non Portuguese
5,Non Portuguese
0,Non Portuguese
25,Non Portuguese
80,Portuguese
80,Non Portuguese
185,Non Portuguese
90,Non Portuguese
90,Portuguese
283,Non Portuguese
124,Non Portuguese
202,Non Portuguese
154,Portuguese
0,Non Portuguese
0,Non Portuguese
0,Non Portuguese
0,Non Portuguese
118,Non Portuguese
118,Non Portuguese
316,Non Portuguese
154,Non Portuguese
144,Non Portuguese
2,Portuguese
114,Portuguese
154,Non Portuguese
345,Non Portuguese
68,Non Portuguese
184,Non Portuguese
199,Non Portuguese
32,Non Portuguese
165,Non Portuguese
240,Non Portuguese
37,Portuguese
68,Non Portuguese
174,Non Portuguese
102,Non Portuguese
158,Non Portuguese
158,Non Portuguese
114,Non Portuguese
0,Portuguese
162,Portuguese
0,Non Portuguese
35,Non Portuguese
158,Non Portuguese
152,Non Portuguese
0,Portuguese
82,Portuguese
4,Portuguese
4,Portuguese
25,Portuguese
5,Portuguese
235,Non Portuguese
131,Portuguese
108,Non Portuguese
180,Non Portuguese
143,Portuguese
2,Portuguese
9,Portuguese
87,Non Portuguese
197,Portuguese
21,Non Portuguese
145,Non Portuguese
141,Non Portuguese
1,Non Portuguese
163,Portuguese
119,Non Portuguese
152,Non Portuguese
187,Portuguese
6,Non Portuguese
6,Non Portuguese
336,Portuguese
152,Portuguese
69,Non Portuguese
68,Non Portuguese
192,Non Portuguese
1,Non Portuguese
113,Portuguese
112,Portuguese
115,Non Portuguese
127,Non Portuguese
160,Non Portuguese
178,Non Portuguese
178,Non Portuguese
72,Non Portuguese
121,Portuguese
15,Non Portuguese
6,Non Portuguese
1,Portuguese
0,Non Portuguese
99,Non Portuguese
77,Non Portuguese
5,Portuguese
108,Portuguese
108,Portuguese
183,Portuguese
147,Non Portuguese
318,Non Portuguese
44,Non Portuguese
133,Non Portuguese
196,Non Portuguese
194,Non Portuguese
268,Portuguese
268,Portuguese
169,Non Portuguese
169,Non Portuguese
111,Non Portuguese
17,Non Portuguese
6,Non Portuguese
153,Portuguese
117,Non Portuguese
114,Non Portuguese
3,Non Portuguese
53,Non Portuguese
50,Non Portuguese
145,Non Portuguese
188,Non Portuguese
193,Non Portuguese
1,Portuguese
193,Non Portuguese
2,Non Portuguese
9,Non Portuguese
111,Non Portuguese
39,Non Portuguese
6,Non Portuguese
4,Non Portuguese
6,Non Portuguese
20,Non Portuguese
69,Non Portuguese
69,Non Portuguese
0,Portuguese
9,Non Portuguese
109,Non Portuguese
120,Non Portuguese
0,Non Portuguese
178,Portuguese
207,Portuguese
2,Non Portuguese
150,Non Portuguese
152,Non Portuguese
116,Non Portuguese
116,Non Portuguese
104,Non Portuguese
61,Non Portuguese
99,Non Portuguese
115,Non Portuguese
111,Non Portuguese
17,Portuguese
255,Non Portuguese
91,Portuguese
182,Non Portuguese
207,Non Portuguese
141,Non Portuguese
179,Non Portuguese
1,Non Portuguese
8,Non Portuguese
172,Non Portuguese
136,Portuguese
102,Non Portuguese
14,Portuguese
0,Non Portuguese
130,Portuguese
14,Non Portuguese
52,Non Portuguese
1,Non Portuguese
47,Non Portuguese
155,Non Portuguese
117,Non Portuguese
167,Non Portuguese
8,Non Portuguese
154,Non Portuguese
189,Non Portuguese
115,Non Portuguese
213,Non Portuguese
213,Non Portuguese
119,Non Portuguese
58,Non Portuguese
13,Portuguese
0,Non Portuguese
192,Non Portuguese
192,Non Portuguese
172,Non Portuguese
172,Portuguese
19,Non Portuguese
30,Non Portuguese
150,Non Portuguese
161,Non Portuguese
30,Non Portuguese
161,Non Portuguese
115,Non Portuguese
187,Portuguese
22,Non Portuguese
22,Non Portuguese
11,Non Portuguese
9,Non Portuguese
18,Non Portuguese
62,Non Portuguese
189,Non Portuguese
325,Non Portuguese
323,Non Portuguese
0,Portuguese
220,Non Portuguese
125,Portuguese
166,Non Portuguese
94,Portuguese
5,Non Portuguese
325,Non Portuguese
23,Non Portuguese
72,Non Portuguese
49,Non Portuguese
108,Non Portuguese
215,Non Portuguese
159,Non Portuguese
128,Non Portuguese
144,Non Portuguese
160,Non Portuguese
142,Non Portuguese
295,Non Portuguese
349,Non Portuguese
80,Non Portuguese
16,Non Portuguese
145,Non Portuguese
80,Non Portuguese
359,Non Portuguese
154,Non Portuguese
116,Non Portuguese
275,Non Portuguese
125,Non Portuguese
125,Non Portuguese
210,Non Portuguese
210,Non Portuguese
210,Non Portuguese
210,Non Portuguese
210,Non Portuguese
180,Non Portuguese
6,Non Portuguese
2,Portuguese
164,Non Portuguese
181,Portuguese
183,Portuguese
181,Non Portuguese
180,Non Portuguese
221,Non Portuguese
200,Non Portuguese
80,Non Portuguese
4,Portuguese
180,Non Portuguese
26,Portuguese
23,Non Portuguese
0,Non Portuguese
189,Portuguese
216,Portuguese
155,Non Portuguese
115,Non Portuguese
26,Non Portuguese
2,Non Portuguese
98,Non Portuguese
189,Non Portuguese
189,Non Portuguese
108,Non Portuguese
345,Non Portuguese
332,Portuguese
226,Portuguese
37,Non Portuguese
194,Non Portuguese
5,Non Portuguese
59,Non Portuguese
166,Portuguese
26,Non Portuguese
0,Non Portuguese
179,Portuguese
140,Non Portuguese
305,Non Portuguese
258,Non Portuguese
194,Non Portuguese
8,Portuguese
43,Non Portuguese
0,Non Portuguese
121,Non Portuguese
296,Non Portuguese
23,Non Portuguese
162,Portuguese
219,Portuguese
117,Portuguese
163,Non Portuguese
33,Non Portuguese
85,Portuguese
28,Non Portuguese
112,Non Portuguese
195,Portuguese
140,Non Portuguese
130,Portuguese
163,Portuguese
18,Non Portuguese
4,Portuguese
176,Non Portuguese
126,Non Portuguese
149,Non Portuguese
131,Non Portuguese
163,Portuguese
154,Non Portuguese
115,Non Portuguese
115,Non Portuguese
15,Portuguese
51,Portuguese
345,Non Portuguese
142,Portuguese
0,Non Portuguese
0,Non Portuguese
0,Non Portuguese
7,Portuguese
0,Non Portuguese
177,Non Portuguese
177,Non Portuguese
167,Portuguese
167,Portuguese
10,Non Portuguese
167,Portuguese
27,Non Portuguese
48,Non Portuguese
27,Portuguese
188,Non Portuguese
47,Portuguese
143,Portuguese
160,Portuguese
165,Non Portuguese
151,Non Portuguese
30,Non Portuguese
150,Non Portuguese
18,Portuguese
27,Portuguese
19,Non Portuguese
19,Non Portuguese
83,Non Portuguese
149,Non Portuguese
176,Portuguese
122,Non Portuguese
19,Non Portuguese
18,Non Portuguese
11,Non Portuguese
2,Portuguese
4,Non Portuguese
17,Non Portuguese
198,Non Portuguese
0,Non Portuguese
0,Portuguese
206,Portuguese
0,Non Portuguese
177,Non Portuguese
30,Non Portuguese
181,Non Portuguese
181,Non Portuguese
175,Non Portuguese
14,Non Portuguese
46,Non Portuguese
14,Non Portuguese
18,Non Portuguese
82,Non Portuguese
82,Non Portuguese
50,Non Portuguese
195,Portuguese
156,Non Portuguese
157,Non Portuguese
28,Non Portuguese
192,Portuguese
114,Portuguese
179,Non Portuguese
32,Non Portuguese
18,Non Portuguese
52,Non Portuguese
143,Non Portuguese
143,Non Portuguese
143,Non Portuguese
161,Non Portuguese
161,Non Portuguese
5,Portuguese
0,Non Portuguese
12,Non Portuguese
72,Non Portuguese
4,Portuguese
25,Non Portuguese
1,Portuguese
8,Non Portuguese
170,Non Portuguese
195,Non Portuguese
151,Non Portuguese
0,Non Portuguese
280,Non Portuguese
0,Portuguese
171,Non Portuguese
171,Non Portuguese
171,Non Portuguese
6,Non Portuguese
223,Non Portuguese
62,Non Portuguese
44,Non Portuguese
281,Non Portuguese
31,Non Portuguese
16,Non Portuguese
231,Portuguese
276,Portuguese
318,Portuguese
231,Portuguese
0,Portuguese
276,Portuguese
1,Non Portuguese
266,Non Portuguese
266,Non Portuguese
19,Non Portuguese
32,Non Portuguese
115,Non Portuguese
9,Non Portuguese
199,Non Portuguese
1,Non Portuguese
17,Non Portuguese
17,Non Portuguese
335,Non Portuguese
335,Non Portuguese
124,Portuguese
124,Non Portuguese
124,Non Portuguese
4,Portuguese
24,Non Portuguese
281,Non Portuguese
176,Portuguese
139,Non Portuguese
120,Non Portuguese
52,Portuguese
58,Portuguese
58,Portuguese
125,Non Portuguese
126,Portuguese
197,Non Portuguese
0,Non Portuguese
7,Portuguese
22,Non Portuguese
178,Non Portuguese
23,Portuguese
27,Portuguese
51,Non Portuguese
201,Non Portuguese
197,Non Portuguese
60,Non Portuguese
1,Portuguese
62,Non Portuguese
175,Non Portuguese
175,Non Portuguese
108,Non Portuguese
256,Portuguese
43,Non Portuguese
25,Non Portuguese
25,Non Portuguese
256,Portuguese
118,Non Portuguese
166,Non Portuguese
185,Non Portuguese
124,Non Portuguese
1,Non Portuguese
185,Non Portuguese
74,Portuguese
181,Non Portuguese
262,Non Portuguese
226,Non Portuguese
188,Portuguese
76,Portuguese
76,Non Portuguese
76,Portuguese
287,Non Portuguese
31,Non Portuguese
229,Non Portuguese
229,Non Portuguese
180,Non Portuguese
187,Non Portuguese
124,Non Portuguese
77,Non Portuguese
63,Non Portuguese
5,Non Portuguese
5,Non Portuguese
182,Portuguese
60,Portuguese
5,Portuguese
95,Portuguese
29,Non Portuguese
321,Portuguese
178,Portuguese
169,Non Portuguese
178,Non Portuguese
6,Portuguese
97,Non Portuguese
230,Non Portuguese
87,Non Portuguese
178,Portuguese
169,Portuguese
114,Portuguese
169,Portuguese
40,Non Portuguese
230,Non Portuguese
48,Non Portuguese
230,Non Portuguese
193,Portuguese
169,Portuguese
188,Non Portuguese
112,Non Portuguese
169,Portuguese
207,Portuguese
183,Non Portuguese
379,Non Portuguese
186,Non Portuguese
163,Portuguese
64,Non Portuguese
201,Non Portuguese
201,Portuguese
9,Portuguese
9,Non Portuguese
117,Non Portuguese
147,Non Portuguese
49,Non Portuguese
0,Portuguese
166,Portuguese
0,Portuguese
53,Non Portuguese
59,Non Portuguese
188,Non Portuguese
10,Non Portuguese
161,Portuguese
131,Non Portuguese
69,Non Portuguese
34,Non Portuguese
34,Portuguese
29,Non Portuguese
186,Portuguese
22,Non Portuguese
173,Portuguese
98,Non Portuguese
62,Non Portuguese
62,Non Portuguese
246,Non Portuguese
1,Non Portuguese
187,Portuguese
170,Portuguese
55,Non Portuguese
14,Non Portuguese
1,Non Portuguese
256,Portuguese
300,Portuguese
300,Portuguese
300,Portuguese
300,Portuguese
201,Non Portuguese
201,Non Portuguese
4,Non Portuguese
173,Non Portuguese
3,Non Portuguese
300,Portuguese
45,Portuguese
209,Portuguese
5,Non Portuguese
354,Non Portuguese
231,Non Portuguese
191,Non Portuguese
10,Portuguese
174,Portuguese
174,Portuguese
174,Portuguese
